TP;TN;FN;FP;
36;363;261;47042;data\trainings_results\models\R4c_evaluate_fux_rules_from_two_sides_rule_targets\017_epoch_R4c_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
31;368;217;47086;data\trainings_results\models\R4c_evaluate_fux_rules_from_two_sides_rule_targets\018_epoch_R4c_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
33;366;265;47038;data\trainings_results\models\R4c_evaluate_fux_rules_from_two_sides_rule_targets\019_epoch_R4c_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
32;367;244;47059;data\trainings_results\models\R4c_evaluate_fux_rules_from_two_sides_rule_targets\020_epoch_R4c_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
24;375;198;47105;data\trainings_results\models\R4c_evaluate_fux_rules_from_two_sides_rule_targets\021_epoch_R4c_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
31;368;207;47096;data\trainings_results\models\R4c_evaluate_fux_rules_from_two_sides_rule_targets\022_epoch_R4c_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
31;368;242;47061;data\trainings_results\models\R4c_evaluate_fux_rules_from_two_sides_rule_targets\023_epoch_R4c_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
35;364;242;47061;data\trainings_results\models\R4c_evaluate_fux_rules_from_two_sides_rule_targets\024_epoch_R4c_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
26;373;227;47076;data\trainings_results\models\R4c_evaluate_fux_rules_from_two_sides_rule_targets\025_epoch_R4c_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
30;369;234;47069;data\trainings_results\models\R4c_evaluate_fux_rules_from_two_sides_rule_targets\026_epoch_R4c_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
30;369;242;47061;data\trainings_results\models\R4c_evaluate_fux_rules_from_two_sides_rule_targets\027_epoch_R4c_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
27;372;225;47078;data\trainings_results\models\R4c_evaluate_fux_rules_from_two_sides_rule_targets\028_epoch_R4c_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
27;372;219;47084;data\trainings_results\models\R4c_evaluate_fux_rules_from_two_sides_rule_targets\029_epoch_R4c_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
26;373;200;47103;data\trainings_results\models\R4c_evaluate_fux_rules_from_two_sides_rule_targets\R4c_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0_000100.pt
